game,team,difficulty,formation,lineup,lineup_numbers
Besiktas vs. Antalyaspor - Sunday August 13 - 2017,Antalyaspor,hard,4-2-3-1,BOFFIN;AYTAC;DIEGO ANGELO;DURSUN;CELUSTKA;SANDRO;CHARLES;EL KABIR;DANILO;MAICON BOLT;ETO'O,25;23;3;24;28;30;8;14;90;11;9
Besiktas vs. Antalyaspor - Sunday August 13 - 2017,Besiktas,easy,4-2-3-1,FABRI;ERKIN;TOSIC;PEPE;BECK;HUTCHINSON;OZYAKUP;BABEL;TALISCA;QUARESMA;TOSUN,1;88;6;5;32;13;10;8;94;7;23
Trabzonspor vs. Konyaspor - Sunday August 13 - 2017,Konyaspor,hard,4-4-2,KIRINTILI;OZTORUN;TURAN;MOKE;SKUBIC;FOFANA;JONSSON;BOURABIA;SAHINER;MILOSEVIC;TRAORE,1;87;4;19;89;21;6;68;7;11;12
Trabzonspor vs. Konyaspor - Sunday August 13 - 2017,Trabzonspor,easy,4-2-3-1,ALVARADO;MAS;DURICA;DEMIROK;PEREIRA;YOKUSLU;KUCKA;SAHAN;YAZICI;BONGONDA;YILMAZ,23;3;4;15;47;5;33;10;97;7;17
Yeni Malatyaspor vs. Osmanlispor Fk - Sunday August 13 - 2017,Osmanlispor Fk,hard,4-2-3-1,KARCEMARSKAS;PINTO;MAXSØ;CURUKSU;VRSAJEVIC;KACAR;KILIC;GURLER;LAWAL;UMAR;BIFOUMA,1;15;14;61;2;40;28;7;8;50;77
Yeni Malatyaspor vs. Osmanlispor Fk - Sunday August 13 - 2017,Yeni Malatyaspor,hard,4-2-3-1,FARNOLLE;CISSOKHO;AKCA;AYHAN;CHEBAKE;YILDIRIM;AZUBUIKE;TOZLU;BARAZITE;DIA;BOUTAIB,30;22;28;2;27;8;14;11;10;87;9
Galatasaray vs. Kayserispor - Monday August 14 - 2017,Galatasaray,easy,4-2-3-1,MUSLERA;LINNES;AZIZ;MAICON;MARIANO;FERNANDO;CIGERCI;BELHANDA;NDIAYE;RODRIGUES;GOMIS,1;14;4;3;2;25;6;10;20;24;18
Galatasaray vs. Kayserispor - Monday August 14 - 2017,Kayserispor,hard,3-5-2,SILVIU LUNG JR;KANA-BIYIK;GULEN;SAPUNARU;VURAL;ESPINOZA;FERNANDO BOLDRIN;TURUC;LOPES;GYAN;BULUT,33;76;4;22;7;5;23;10;2;3;9
Kasimpasa vs. Besiktas - Friday August 18 - 2017,Besiktas,easy,4-2-3-1,FABRI;ERKIN;TOSIC;PEPE;BECK;ARSLAN;OZYAKUP;BABEL;TALISCA;QUARESMA;TOSUN,1;88;6;5;32;18;10;8;94;7;23
Kasimpasa vs. Besiktas - Friday August 18 - 2017,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;BEN YOUSSEF;SARI;POPOV;SADIKU;PAVELKA;MURILLO;NEUMAYR;TREZEGUET;BUYUK,1;31;13;88;90;6;8;15;77;7;10
Bursaspor vs. Alanyaspor - Saturday August 19 - 2017,Alanyaspor,hard,4-2-3-1,YILMAZ;TZAVELLAS;FOFANA;WELINTON;GASSAMA;SACKEY;MANIATIS;AKBABA;KARACA;ETAME;VAGNER LOVE,1;31;15;23;89;2;8;10;7;9;99
Bursaspor vs. Alanyaspor - Saturday August 19 - 2017,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;TITI;TROOST-EKONG;YARDIMCI;AGU;BADU;STANCU;BATALLA;JOHN;KANATSIZKUS,1;23;6;93;26;46;77;28;10;24;18
Kardemir Karabukspor vs. Basaksehir - Saturday August 19 - 2017,Basaksehir,hard,4-4-2,BABACAN;ERDEM;EPUREANU;DA COSTA;UCAR;FREI;INLER;KAHVECI;TORUN;CIKALLESHI;NAPOLEONI,1;39;6;27;33;29;88;17;23;99;18
Kardemir Karabukspor vs. Basaksehir - Saturday August 19 - 2017,Kardemir Karabukspor,hard,4-2-3-1,RYBKA;PAPP;BASDAS;NOUNKEU;ZENGIN;GULSELAM;POKO;DEPE;TANASE;TORJE;YATABARE,25;4;22;13;11;6;17;26;10;8;9
Osmanlispor Fk vs. Galatasaray - Saturday August 19 - 2017,Galatasaray,easy,4-2-3-1,MUSLERA;LINNES;AZIZ;MAICON;MARIANO;FERNANDO;CIGERCI;BELHANDA;NDIAYE;RODRIGUES;GOMIS,1;14;4;3;2;25;6;10;20;24;18
Osmanlispor Fk vs. Galatasaray - Saturday August 19 - 2017,Osmanlispor Fk,hard,4-2-3-1,ARIKAN;PINTO;MAXSØ;CURUKSU;VRSAJEVIC;KACAR;KILIC;UMAR;LAWAL;CAGIRAN;GURLER,12;15;14;61;2;40;28;50;8;35;7
Sivasspor vs. Yeni Malatyaspor - Saturday August 19 - 2017,Sivasspor,hard,4-2-3-1,ROCHET;ELDERSON;BJARSMYR;DYAKOV;SIMSEK;AUREMIR;ARSLAN;CYRIAC;YANDAS;KILINC;KONE,93;3;6;4;25;18;37;90;8;54;2
Sivasspor vs. Yeni Malatyaspor - Saturday August 19 - 2017,Yeni Malatyaspor,hard,4-2-3-1,FARNOLLE;CISSOKHO;AKCA;AYHAN;CHEBAKE;YILDIRIM;AZUBUIKE;TOZLU;BARAZITE;DIA;BOUTAIB,30;22;28;2;27;8;14;11;10;87;9
Antalyaspor vs. Akhisarspor - Sunday August 20 - 2017,Akhisarspor,hard,4-2-3-1,LUKAC;BAYRAM;OSMANPASA;YUMLU;LOPES;SERGINHO;SISSOKO;BARBOSA;AYDOGDU;ADIN;HENRIQUE,1;19;88;22;13;77;20;7;10;29;12
Antalyaspor vs. Akhisarspor - Sunday August 20 - 2017,Antalyaspor,hard,4-4-2,BOFFIN;AYTAC;DIEGO ANGELO;DURSUN;CELUSTKA;KARABULUT;CHARLES;YILDIRIM;MAICON BOLT;EL KABIR;ETO'O,25;23;3;24;28;17;8;7;11;14;9
Fenerbahce vs. Trabzonspor - Sunday August 20 - 2017,Fenerbahce,easy,4-2-3-1,DEMIREL;KOYBASI;NEUSTADTER;SKRTEL;ISLA;TOPAL;SOUZA;VALBUENA;POTUK;DIRAR;VAN PERSIE,1;6;33;37;4;5;89;28;7;17;10
Fenerbahce vs. Trabzonspor - Sunday August 20 - 2017,Trabzonspor,easy,4-2-3-1,KIVRAK;MAS;DURICA;DEMIROK;PEREIRA;YOKUSLU;KUCKA;BERO;YAZICI;SAHAN;YILMAZ,1;3;4;15;47;5;33;21;97;10;17
Kayserispor vs. Goztepe - Sunday August 20 - 2017,Goztepe,hard,4-2-3-1,BETO;SCHWECHLEN;KADU;PEYBERNES;SARIOGLU;CASTRO;ROTMAN;AKBUNAR;SCARIONE;JAHOVIC;GHILAS,13;5;44;17;55;8;6;7;10;18;9
Kayserispor vs. Goztepe - Sunday August 20 - 2017,Kayserispor,hard,4-2-3-1,YILDIRIM;TURAN;KANA-BIYIK;SAPUNARU;GULEN;CINAZ;BADJI;VARELA;TURUC;VURAL;BULUT,1;89;76;22;4;6;25;18;10;7;9
Konyaspor vs. Genclerbirligi - Monday August 21 - 2017,Genclerbirligi,hard,4-2-3-1,HOPF;PEHLIVAN;LUCCAS CLARO;POLITEVICH;YAVRU;KHALILI;ISSAH;OZKAN;MILINKOVIC;OZEK;RANTIE,1;33;12;6;61;55;20;21;11;7;31
Konyaspor vs. Genclerbirligi - Monday August 21 - 2017,Konyaspor,hard,4-2-3-1,KIRINTILI;OZTORUN;TURAN;MOKE;SKUBIC;CAMDALI;BOURABIA;FOFANA;ARAZ;SAHINER;MILOSEVIC,1;87;4;19;89;8;68;21;53;7;11
Alanyaspor vs. Kardemir Karabukspor - Friday August 25 - 2017,Alanyaspor,hard,4-2-3-1,YILMAZ;EMIR;FOFANA;WELINTON;GASSAMA;SACKEY;MANIATIS;AKBABA;KARACA;ETAME;VAGNER LOVE,1;3;15;23;89;2;8;10;7;9;99
Alanyaspor vs. Kardemir Karabukspor - Friday August 25 - 2017,Kardemir Karabukspor,hard,4-2-3-1,RYBKA;PAPP;BASDAS;NOUNKEU;ZENGIN;GULSELAM;POKO;TORJE;TANASE;DEPE;YATABARE,25;4;22;13;11;6;17;8;10;26;9
Galatasaray vs. Sivasspor - Friday August 25 - 2017,Galatasaray,easy,4-2-3-1,MUSLERA;LINNES;AZIZ;MAICON;MARIANO;FERNANDO;NDIAYE;CIGERCI;BELHANDA;RODRIGUES;GOMIS,1;14;4;3;2;25;20;6;10;24;18
Galatasaray vs. Sivasspor - Friday August 25 - 2017,Sivasspor,hard,4-2-3-1,ROCHET;ELDERSON;BJARSMYR;DYAKOV;BILGIC;AUREMIR;ARSLAN;CYRIAC;KILINC;LEANDRINHO;KONE,93;3;6;4;17;18;37;90;54;7;2
Besiktas vs. Bursaspor - Saturday August 26 - 2017,Besiktas,easy,4-2-3-1,FABRI;ERKIN;TOSIC;PEPE;ADRIANO;HUTCHINSON;OZYAKUP;BABEL;TALISCA;QUARESMA;TOSUN,1;88;6;5;3;13;10;8;94;7;23
Besiktas vs. Bursaspor - Saturday August 26 - 2017,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;TITI;TROOST-EKONG;YARDIMCI;AGU;BADU;STANCU;BATALLA;DELARGE;YILMAZ,1;23;6;93;26;46;77;28;10;29;11
Goztepe vs. Trabzonspor - Saturday August 26 - 2017,Goztepe,hard,4-2-3-1,GUVENC;TRAORE;PEYBERNES;KADU;SARIOGLU;CASTRO;ROTMAN;JAHOVIC;SCARIONE;BINGOL;GHILAS,23;3;17;44;55;8;6;18;10;75;9
Goztepe vs. Trabzonspor - Saturday August 26 - 2017,Trabzonspor,easy,4-2-3-1,KIVRAK;MAS;DURICA;DEMIROK;PEREIRA;YOKUSLU;KUCKA;SAHAN;YAZICI;BONGONDA;RODALLEGA,1;3;4;15;47;5;33;10;97;7;28
Kayserispor vs. Osmanlispor Fk - Saturday August 26 - 2017,Kayserispor,hard,4-2-3-1,YILDIRIM;TURAN;GULEN;KANA-BIYIK;SAPUNARU;CINAZ;BADJI;VARELA;TURUC;VURAL;BULUT,1;89;4;76;22;6;25;18;10;7;9
Kayserispor vs. Osmanlispor Fk - Saturday August 26 - 2017,Osmanlispor Fk,hard,4-2-3-1,ARIKAN;PINTO;MAXSØ;NINAJ;VRSAJEVIC;KACAR;LAWAL;GURLER;REGATTIN;UMAR;DOUKARA,12;15;14;5;2;40;8;7;17;50;11
Yeni Malatyaspor vs. Antalyaspor - Saturday August 26 - 2017,Antalyaspor,hard,4-2-3-1,BOFFIN;AYTAC;DIEGO ANGELO;DJOUROU;CELUSTKA;CHARLES;DURSUN;KARABULUT;NASRI;MAICON BOLT;ETO'O,25;23;3;4;28;8;24;17;13;11;9
Yeni Malatyaspor vs. Antalyaspor - Saturday August 26 - 2017,Yeni Malatyaspor,hard,4-2-3-1,OZBIR;CISSOKHO;AYHAN;MINA;CHEBAKE;KARA;AZUBUIKE;TOZLU;BARAZITE;DIA;BOUTAIB,25;22;2;37;27;35;14;11;10;87;9
Akhisarspor vs. Kasimpasa - Sunday August 27 - 2017,Akhisarspor,hard,4-2-3-1,LUKAC;BAYRAM;OSMANPASA;YUMLU;LOPES;SERGINHO;SISSOKO;BARBOSA;AYDOGDU;ADIN;HENRIQUE,1;19;88;22;13;77;20;7;10;29;12
Akhisarspor vs. Kasimpasa - Sunday August 27 - 2017,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;BEN YOUSSEF;SARI;POPOV;SADIKU;PAVELKA;MURILLO;NEUMAYR;TREZEGUET;BUYUK,1;31;13;88;90;6;8;15;77;7;10
Basaksehir vs. Konyaspor - Sunday August 27 - 2017,Basaksehir,hard,4-2-3-1,BABACAN;CLICHY;EPUREANU;ATTAMAH;JUNIOR CAICARA;TEKDEMIR;BELOZOGLU;ELIA;MARCIO MOSSORO;VISCA;ADEBAYOR,1;3;6;4;80;21;5;11;8;7;10
Basaksehir vs. Konyaspor - Sunday August 27 - 2017,Konyaspor,hard,4-2-3-1,KIRINTILI;OZTORUN;TURAN;MOKE;SKUBIC;CAMDALI;BOURABIA;FOFANA;ARAZ;SAHINER;MILOSEVIC,1;87;4;19;89;8;68;21;53;7;11
Genclerbirligi vs. Fenerbahce - Sunday August 27 - 2017,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;NEUSTADTER;SKRTEL;ISLA;TUFAN;TOPAL;VALBUENA;GIULIANO;DIRAR;SOLDADO,1;3;33;37;4;8;5;28;20;17;99
Genclerbirligi vs. Fenerbahce - Sunday August 27 - 2017,Genclerbirligi,hard,5-4-1,HOPF;CIFTCI;PEHLIVAN;POLITEVICH;LUCCAS CLARO;OGUZ;MANU;GUIDILEYE;ISSAH;OZEK;RANTIE,1;3;33;6;12;2;10;22;20;7;31
Fenerbahce vs. Basaksehir - Saturday September 9 - 2017,Basaksehir,hard,4-4-2,BABACAN;CLICHY;EPUREANU;ATTAMAH;JUNIOR CAICARA;ELIA;TEKDEMIR;BELOZOGLU;VISCA;ADEBAYOR;NAPOLEONI,1;3;6;4;80;11;21;5;7;10;18
Fenerbahce vs. Basaksehir - Saturday September 9 - 2017,Fenerbahce,easy,4-2-3-1,DEMIREL;KOYBASI;NETO;SKRTEL;ISLA;TUFAN;SOUZA;VALBUENA;GIULIANO;DIRAR;SOLDADO,1;6;14;37;4;8;89;28;20;17;99
Kardemir Karabukspor vs. Besiktas - Saturday September 9 - 2017,Besiktas,easy,4-2-3-1,FABRI;ERKIN;TOSIC;PEPE;UYSAL;ARSLAN;OZYAKUP;BABEL;TALISCA;LENS;NEGREDO,1;88;6;5;20;18;10;8;94;17;9
Kardemir Karabukspor vs. Besiktas - Saturday September 9 - 2017,Kardemir Karabukspor,hard,4-2-3-1,RYBKA;PAPP;BASDAS;NOUNKEU;ZENGIN;GULSELAM;POKO;GROZAV;TANASE;TORJE;YATABARE,25;4;22;13;11;6;17;37;10;8;9
Konyaspor vs. Alanyaspor - Saturday September 9 - 2017,Alanyaspor,hard,4-2-3-1,YILMAZ;EMIR;TZAVELLAS;PARLAK;GASSAMA;KARACA;YALCINER;FERNANDES;AKBABA;ETAME;VAGNER LOVE,1;3;31;4;89;7;88;78;10;9;99
Konyaspor vs. Alanyaspor - Saturday September 9 - 2017,Konyaspor,hard,4-2-3-1,KIRINTILI;OZTORUN;FILIPOVIC;MOKE;SKUBIC;JONSSON;BOURABIA;MILOSEVIC;ARAZ;SAHINER;EZEKIEL,1;87;42;19;89;6;68;11;53;7;39
Sivasspor vs. Kayserispor - Saturday September 9 - 2017,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;KAS;KANA-BIYIK;KUCHER;LOPES;CINAZ;BADJI;FERNANDO BOLDRIN;TURUC;MUJANGI BIA;BULUT,33;39;76;50;2;6;25;23;10;63;9
Sivasspor vs. Kayserispor - Saturday September 9 - 2017,Sivasspor,hard,4-2-3-1,ROCHET;ERDAL;BJARSMYR;DYAKOV;SIMSEK;AUREMIR;MEDJANI;ELDERSON;ARSLAN;KILINC;KONE,93;58;6;4;25;18;85;3;37;54;2
Antalyaspor vs. Galatasaray - Sunday September 10 - 2017,Antalyaspor,hard,4-2-3-1,KAPLAN;AYTAC;DIEGO ANGELO;DJOUROU;CELUSTKA;CHARLES;KURTULUS;EL KABIR;DANILO;MAICON BOLT;ETO'O,35;23;3;4;28;8;18;14;90;11;9
Antalyaspor vs. Galatasaray - Sunday September 10 - 2017,Galatasaray,easy,4-2-3-1,MUSLERA;LINNES;AZIZ;MAICON;MARIANO;FERNANDO;NDIAYE;CIGERCI;BELHANDA;RODRIGUES;GOMIS,1;14;4;3;2;25;20;6;10;24;18
Bursaspor vs. Akhisarspor - Sunday September 10 - 2017,Akhisarspor,hard,4-2-3-1,LUKAC;BAYRAM;OSMANPASA;SERGINHO;LOPES;ATASEVEN;SISSOKO;BARBOSA;AYDOGDU;ADIN;HENRIQUE,1;19;88;77;13;5;20;7;10;29;12
Bursaspor vs. Akhisarspor - Sunday September 10 - 2017,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;TITI;TROOST-EKONG;YARDIMCI;AGU;BADU;KEMBO EKOKO;BATALLA;DELARGE;STANCU,1;23;6;93;26;46;77;22;10;29;28
Osmanlispor Fk vs. Goztepe - Sunday September 10 - 2017,Goztepe,hard,4-2-3-1,BETO;TRAORE;KADU;PEYBERNES;SARIOGLU;SAHIN;ROTMAN;SCARIONE;CASTRO;BINGOL;JAHOVIC,13;3;44;17;55;21;6;10;8;75;18
Osmanlispor Fk vs. Goztepe - Sunday September 10 - 2017,Osmanlispor Fk,hard,4-3-3,ARIKAN;KARAER;MAXSØ;CURUKSU;VRSAJEVIC;HURMACI;ALTINAY;JOSUE;GURLER;DOUKARA;UMAR,12;79;14;61;2;10;4;20;7;11;50
Trabzonspor vs. Genclerbirligi - Sunday September 10 - 2017,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;LUCCAS CLARO;POLITEVICH;OGUZ;KHALILI;ISSAH;MANU;MILINKOVIC;OZEK;SKULETIC,1;3;12;6;2;55;20;10;11;7;32
Trabzonspor vs. Genclerbirligi - Sunday September 10 - 2017,Trabzonspor,easy,4-2-3-1,KIVRAK;MAS;AKBAS;DEMIROK;PEREIRA;YOKUSLU;KUCKA;SAHAN;SOSA;YAZICI;YILMAZ,1;3;25;15;47;5;33;10;8;97;17
Kasimpasa vs. Yeni Malatyaspor - Monday September 11 - 2017,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;SARI;BEN YOUSSEF;POPOV;SADIKU;PAVELKA;TREZEGUET;NEUMAYR;MURILLO;EDUOK,1;31;88;13;90;6;8;7;77;15;11
Kasimpasa vs. Yeni Malatyaspor - Monday September 11 - 2017,Yeni Malatyaspor,hard,4-2-3-1,OZBIR;CISSOKHO;AYHAN;MINA;CHEBAKE;KARA;AZUBUIKE;TOZLU;BARAZITE;DIA;BOUTAIB,25;22;2;37;27;35;14;11;10;87;9
Kayserispor vs. Antalyaspor - Friday September 15 - 2017,Antalyaspor,hard,4-2-3-1,KAPLAN;AYTAC;DIEGO ANGELO;DJOUROU;CELUSTKA;CHARLES;KURTULUS;KARABULUT;NASRI;MAICON BOLT;ETO'O,35;23;3;4;28;8;18;17;13;11;9
Kayserispor vs. Antalyaspor - Friday September 15 - 2017,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;KAS;KANA-BIYIK;KUCHER;LOPES;CINAZ;BADJI;VURAL;TURUC;MENDES;BULUT,33;39;76;50;2;6;25;7;10;20;9
Akhisarspor vs. Kardemir Karabukspor - Saturday September 16 - 2017,Akhisarspor,hard,4-2-3-1,LUKAC;BAYRAM;OSMANPASA;YUMLU;LOPES;SERGINHO;SISSOKO;LARSSON;AYDOGDU;ADIN;HENRIQUE,1;19;88;22;13;77;20;31;10;29;12
Akhisarspor vs. Kardemir Karabukspor - Saturday September 16 - 2017,Kardemir Karabukspor,hard,4-2-3-1,RYBKA;PAPP;GAMAN;NOUNKEU;ZENGIN;GULSELAM;POKO;GROZAV;TANASE;TORJE;SELEZNYOV,25;4;5;13;11;6;17;37;10;8;29
Galatasaray vs. Kasimpasa - Saturday September 16 - 2017,Galatasaray,easy,4-2-3-1,MUSLERA;LATOVLEVICI;AZIZ;MAICON;MARIANO;FERNANDO;NDIAYE;CIGERCI;BELHANDA;RODRIGUES;GOMIS,1;33;4;3;2;25;20;6;10;24;18
Galatasaray vs. Kasimpasa - Saturday September 16 - 2017,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;SARI;BEN YOUSSEF;POPOV;SADIKU;PAVELKA;MURILLO;NEUMAYR;TREZEGUET;EDUOK,1;31;88;13;90;6;8;15;77;7;11
Yeni Malatyaspor vs. Bursaspor - Saturday September 16 - 2017,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;TITI;TROOST-EKONG;YARDIMCI;AGU;BADU;KEMBO EKOKO;BATALLA;DELARGE;STANCU,1;23;6;93;26;46;77;22;10;29;28
Yeni Malatyaspor vs. Bursaspor - Saturday September 16 - 2017,Yeni Malatyaspor,hard,4-2-3-1,OZBIR;CISSOKHO;AYHAN;MINA;CHEBAKE;KARA;AZUBUIKE;BUYUK;DIALLO;DIA;BOUTAIB,25;22;2;37;27;35;14;21;90;87;9
Alanyaspor vs. Fenerbahce - Sunday September 17 - 2017,Alanyaspor,hard,4-2-3-1,YILMAZ;EMIR;TZAVELLAS;PARLAK;GASSAMA;KARACA;YALCINER;FERNANDES;AKBABA;ETAME;VAGNER LOVE,1;3;31;4;89;7;88;78;10;9;99
Alanyaspor vs. Fenerbahce - Sunday September 17 - 2017,Fenerbahce,easy,4-2-3-1,KAMENI;KALDIRIM;NETO;NEUSTADTER;ISLA;TUFAN;SOUZA;VALBUENA;GIULIANO;DIRAR;JANSSEN,18;3;14;33;4;8;89;28;20;17;23
Basaksehir vs. Trabzonspor - Sunday September 17 - 2017,Basaksehir,hard,4-2-3-1,BABACAN;CLICHY;EPUREANU;ATTAMAH;JUNIOR CAICARA;TEKDEMIR;BELOZOGLU;FREI;KAHVECI;VISCA;ADEBAYOR,1;3;6;4;80;21;5;29;17;7;10
Basaksehir vs. Trabzonspor - Sunday September 17 - 2017,Trabzonspor,easy,4-2-3-1,ALVARADO;MAS;AKBAS;YOKUSLU;PEREIRA;SOSA;KUCKA;SAHAN;YAZICI;OMUR;YILMAZ,23;3;25;5;47;8;33;10;97;19;17
Goztepe vs. Genclerbirligi - Sunday September 17 - 2017,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;N'DIAYE;POLITEVICH;OGUZ;ISSAH;SCEKIC;MANU;KHALILI;OZEK;SKULETIC,1;3;18;6;2;20;8;10;55;7;32
Goztepe vs. Genclerbirligi - Sunday September 17 - 2017,Goztepe,hard,4-2-3-1,BETO;TRAORE;KADU;PEYBERNES;SARIOGLU;SAHIN;CASTRO;BINGOL;SCARIONE;GOUFFRAN;JAHOVIC,13;3;44;17;55;21;8;75;10;94;18
Osmanlispor Fk vs. Sivasspor - Sunday September 17 - 2017,Osmanlispor Fk,hard,4-2-3-1,ARIKAN;KARAER;MAXSØ;CURUKSU;VRSAJEVIC;KACAR;LAWAL;DOUKARA;JOSUE;GURLER;CIKALLESHI,12;79;14;61;2;40;8;11;20;7;19
Osmanlispor Fk vs. Sivasspor - Sunday September 17 - 2017,Sivasspor,hard,4-2-3-1,ROCHET;ERDAL;BJARSMYR;MEDJANI;SIMSEK;N'DINGA;RYBALKA;KILINC;YANDAS;BIFOUMA;KONE,93;58;6;85;25;88;23;54;8;14;2
Besiktas vs. Konyaspor - Monday September 18 - 2017,Besiktas,easy,4-2-3-1,FABRI;ERKIN;PEPE;MEDEL;ADRIANO;HUTCHINSON;ARSLAN;BABEL;TALISCA;QUARESMA;TOSUN,1;88;5;12;3;13;18;8;94;7;23
Besiktas vs. Konyaspor - Monday September 18 - 2017,Konyaspor,hard,4-2-3-1,KIRINTILI;OZTORUN;TURAN;MOKE;SKUBIC;FINDIKLI;BOURABIA;FOFANA;MANYAMA;SAHINER;EVOUNA,1;87;4;19;89;2;68;21;10;7;9
Trabzonspor vs. Alanyaspor - Friday September 22 - 2017,Alanyaspor,hard,4-2-3-1,RIOU;TZAVELLAS;PARLAK;WELINTON;GASSAMA;MANIATIS;YALCINER;N'SAKALA;AKBABA;FERNANDES;VAGNER LOVE,69;31;4;23;89;8;88;21;10;78;99
Trabzonspor vs. Alanyaspor - Friday September 22 - 2017,Trabzonspor,easy,4-2-3-1,ALVARADO;MAS;DURICA;YOKUSLU;PEREIRA;SOSA;KUCKA;SAHAN;YAZICI;OMUR;YILMAZ,23;3;4;5;47;8;33;10;97;19;17
Fenerbahce vs. Besiktas - Saturday September 23 - 2017,Besiktas,easy,4-2-3-1,FABRI;ERKIN;TOSIC;PEPE;MEDEL;HUTCHINSON;OZYAKUP;BABEL;TALISCA;QUARESMA;TOSUN,1;88;6;5;12;13;10;8;94;7;23
Fenerbahce vs. Besiktas - Saturday September 23 - 2017,Fenerbahce,easy,4-2-3-1,KAMENI;KALDIRIM;NETO;NEUSTADTER;ISLA;TUFAN;SOUZA;VALBUENA;EKICI;GIULIANO;JANSSEN,18;3;14;33;4;8;89;28;11;20;23
Genclerbirligi vs. Basaksehir - Saturday September 23 - 2017,Basaksehir,hard,4-2-3-1,BABACAN;CLICHY;EPUREANU;ATTAMAH;JUNIOR CAICARA;TEKDEMIR;BELOZOGLU;ELIA;KAHVECI;VISCA;ERDINC,1;3;6;4;80;21;5;11;17;7;19
Genclerbirligi vs. Basaksehir - Saturday September 23 - 2017,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;LUCCAS CLARO;POLITEVICH;OGUZ;SCEKIC;YAVRU;OZKAN;KHALILI;OZEK;SKULETIC,1;3;12;6;2;8;61;21;55;7;32
