game,team,difficulty,formation,lineup,lineup_numbers
Manisaspor vs. Besiktas - Sunday August 6 - 2006,Besiktas,easy,4-2-3-1,RUNJE;UZULMEZ;MERCIMEK;ZAN;TATAN;AVCI;KLEBERSON;GULEC;DELGADO;YILMAZ;NOBRE,1;19;8;5;53;41;15;9;10;7;11
Manisaspor vs. Besiktas - Sunday August 6 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;BALTA;BORBICONI;JOHANA;OZSARAC;INCEMAN;INAN;ASKAROGLU;ZELENKA;HOLOSKO;MEDUNA,99;16;5;19;3;10;18;43;77;14;26
Sivasspor vs. Genclerbirligi - Sunday August 6 - 2006,Genclerbirligi,hard,4-4-2,TOKGOZ;AYDIN;RISP;UZUMCU;OZBEY;HAMINU;SERAS;ABDELAZIZ;GUVEN;OZTURK;CAKIR,99;34;3;35;6;23;61;12;44;9;10
Sivasspor vs. Genclerbirligi - Sunday August 6 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;HOCAOGLU;FABRICIO;DOGANTEZ;TOPRAKTEPE;BAYRAKTAR;FRANSERGIO;KUS;BOZKAYA;BALILI,1;58;4;25;5;18;6;30;54;11;17
Besiktas vs. Gaziantepspor - Friday August 11 - 2006,Besiktas,easy,4-4-2,RUNJE;UZULMEZ;MERCIMEK;ZAN;TORAMAN;YILMAZ;AVCI;KLEBERSON;DELGADO;NOBRE;BOBO,1;19;8;5;58;7;41;15;10;11;13
Besiktas vs. Gaziantepspor - Friday August 11 - 2006,Gaziantepspor,hard,4-4-2,HASAGIC;DEMIRCIOGLU;ASIKOGLU;IRTEGUN;COGUM;BAYAR;DRINCIC;ZURITA;KIRITA;CIHAN;DIAWARA,1;61;34;4;6;26;33;22;3;50;19
Genclerbirligi vs. Fenerbahce - Saturday August 12 - 2006,Fenerbahce,easy,4-1-4-1,RECBER;OZAT;ARAT;TURACI;ZENGIN;MEHMET AURELIO;SANLI;METIN;ALEX;YOZGATLI;SENTURK,34;5;17;19;16;15;10;11;20;7;23
Genclerbirligi vs. Fenerbahce - Saturday August 12 - 2006,Genclerbirligi,hard,4-4-2,TOKGOZ;AYDIN;RISP;TRAORE;OZBEY;HAMINU;NAS;ABDELAZIZ;PROMISE;OZTURK;CAKIR,99;34;3;5;6;23;7;12;14;9;10
Ankaragucu vs. Ankaraspor - Sunday August 13 - 2006,Ankaragucu,hard,4-2-3-1,USAK;YAVUZ;GUNGOR;BAYRAK;DERELI;ACAR;VIDUSLU;OLMEZ;ERIS;EVREN;BEBBE,34;17;2;3;61;21;28;35;10;14;11
Ankaragucu vs. Ankaraspor - Sunday August 13 - 2006,Ankaraspor,hard,4-4-2,RICHARD KINGSON;WEDERSON;PETROUS;DUYMUS;YOLDAS;KISA;GUCER;KOCAK;AYHAN;YILMAZ;JABA,78;6;2;49;4;19;50;66;72;61;10
Denizlispor vs. Konyaspor - Sunday August 13 - 2006,Denizlispor,hard,4-2-3-1,KUCUK;CELIK;GURACAR;ERTUGRUL;CAGIRAN;GULPINAR;EGE;ABRAHAM;SIMSEK;KINALI;ADRIANO,1;3;22;20;5;60;25;4;9;60;29
Denizlispor vs. Konyaspor - Sunday August 13 - 2006,Konyaspor,hard,4-4-2,ONGUN;ALBAYRAK;EL SAKA;GUNDOSTU;CELIK;ALEKSANDROV;BATISTA;ER;AGCAY;TURKMEN;BELAL,1;77;5;4;42;10;7;13;15;33;9
Galatasaray vs. Kayserispor - Sunday August 13 - 2006,Galatasaray,easy,4-2-3-1,MONDRAGON;AK;SONG;TOMAS;HASPOLATLI;GUVEN;AKMAN;TURAN;ILIC;SARIOGLU;SUKUR,1;5;4;2;19;24;18;66;22;55;9
Galatasaray vs. Kayserispor - Sunday August 13 - 2006,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;ARSLAN;TOSCALI;CORA;BOLUKBASI;JOHNSON;BASDAG;TOPUZ;UNAL;AKAGUNDUZ,27;12;38;25;18;3;15;8;66;9;11
Kayseri Erciyesspor vs. Bursaspor - Sunday August 13 - 2006,Bursaspor,hard,4-4-2,ERAYDIN;BEKIROGLU;ERDOGAN;GULDUREN;YIGIT;FRASINEANU;SUMULIKOSKI;BOZACI;ACAR;AKDIS;KALOGLU,61;47;4;3;22;10;18;5;8;54;11
Kayseri Erciyesspor vs. Bursaspor - Sunday August 13 - 2006,Kayseri Erciyesspor,hard,4-4-2,FADHEL;OZKAYNAK;BAYER;BOUAZIZI;KOK;BAYAZIT;TORAMAN;KOCABAL;OZBAY;DJALOVIC;LAZAROV,1;39;30;13;19;10;5;70;66;9;11
Rizespor vs. Sivasspor - Sunday August 13 - 2006,Rizespor,hard,4-4-2,ZDRAVKOV;VICTORIA;CAKMAK;EL TABEI;EREN;ELMAS;UGUR;YUCETAS;TJIKUZU;DIA;AKSOY,1;17;5;15;34;53;7;6;8;18;10
Rizespor vs. Sivasspor - Sunday August 13 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;YURT;ELMACI;BAYRAKTAR;UMMAK;FRANSERGIO;TOPRAKTEPE;KUS;BOZKAYA;BALILI,1;58;38;42;6;33;30;18;54;11;17
Sakaryaspor vs. Antalyaspor - Sunday August 13 - 2006,Antalyaspor,hard,4-4-2,CORDOBA;YAMAN;BIENIUK;DZIEWICKI;KAVUK;KAHRAMAN;SUAZO;KARTOP;GURSEL;STRAKA;BIRDAL,1;74;7;5;67;10;12;6;39;25;9
Sakaryaspor vs. Antalyaspor - Sunday August 13 - 2006,Sakaryaspor,hard,4-4-2,MARTINEZ;TEBER;BAHADIR;USTA;DUMAN;VARDAR;MBAYO;CAPURRO;AYDIN;CETIN;CANGELE,55;15;25;61;51;11;10;22;7;54;9
Trabzonspor vs. Manisaspor - Sunday August 13 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;BALTA;BORBICONI;JOHANA;OZSARAC;INAN;INCEMAN;HOLOSKO;ZELENKA;ASKAROGLU;MEDUNA,99;16;5;19;3;18;10;14;77;43;26
Trabzonspor vs. Manisaspor - Sunday August 13 - 2006,Trabzonspor,easy,4-2-3-1,ZENGIN;OCAK;ATAN;STEPANOV;AKYEL;UCUNCU;CIMSIR;KARADENIZ;MARCELINHO;YATTARA;BULUT,29;22;4;55;3;6;5;61;30;11;10
Ankaraspor vs. Kayseri Erciyesspor - Saturday August 19 - 2006,Ankaraspor,hard,4-4-2,RICHARD KINGSON;WEDERSON;PETROUS;DUYMUS;YOLDAS;KISA;GUCER;KOCAK;AYHAN;YILMAZ;JABA,78;6;2;49;4;19;50;66;72;61;10
Ankaraspor vs. Kayseri Erciyesspor - Saturday August 19 - 2006,Kayseri Erciyesspor,hard,4-4-2,FADHEL;OZKAYNAK;BAYER;KOK;OZBAY;BAYAZIT;TORAMAN;KOCABAL;DEMIRAY;DJALOVIC;LAZAROV,1;39;30;19;66;10;5;70;8;9;11
Fenerbahce vs. Rizespor - Saturday August 19 - 2006,Fenerbahce,easy,4-1-4-1,RECBER;OZAT;ARAT;TURACI;ZENGIN;MEHMET AURELIO;SANLI;ALEX;METIN;YOZGATLI;SENTURK,34;5;17;19;16;15;10;20;11;7;23
Fenerbahce vs. Rizespor - Saturday August 19 - 2006,Rizespor,hard,4-2-3-1,ZDRAVKOV;VICTORIA;CAKMAK;EL TABEI;EREN;UGUR;TJIKUZU;ELMAS;AKSOY;BAKI;JELIC,1;17;5;15;34;7;8;53;10;22;9
Manisaspor vs. Galatasaray - Saturday August 19 - 2006,Galatasaray,easy,4-2-3-1,MONDRAGON;AK;SONG;TOMAS;HASPOLATLI;AKMAN;GUVEN;TURAN;ILIC;SARIOGLU;SUKUR,1;5;4;2;19;18;24;66;22;55;9
Manisaspor vs. Galatasaray - Saturday August 19 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;OZSARAC;BOZKURT;BORBICONI;JOHANA;INCEMAN;INAN;BALTA;ZELENKA;HOLOSKO;MEDUNA,99;3;4;5;19;10;18;16;77;14;26
Bursaspor vs. Genclerbirligi - Sunday August 20 - 2006,Bursaspor,hard,4-4-2,CATKIC;BEKIROGLU;BOZACI;ERDOGAN;GULDUREN;FRASINEANU;SUMULIKOSKI;ACAR;YIGIT;KALOGLU;BIRYOL,1;47;5;4;3;10;18;8;22;11;15
Bursaspor vs. Genclerbirligi - Sunday August 20 - 2006,Genclerbirligi,hard,4-4-2,TOKGOZ;GUVEN;RISP;TRAORE;OZBEY;AYDIN;NAS;ABDELAZIZ;PROMISE;CAKIR;OZTURK,99;44;3;5;6;34;7;12;14;10;9
Denizlispor vs. Besiktas - Sunday August 20 - 2006,Besiktas,easy,4-2-3-1,RUNJE;UZULMEZ;MERCIMEK;ZAN;TORAMAN;AVCI;KLEBERSON;GULEC;DELGADO;YILMAZ;BOBO,1;19;8;5;58;41;15;9;10;7;13
Denizlispor vs. Besiktas - Sunday August 20 - 2006,Denizlispor,hard,4-4-2,KUCUK;KECELI;GURACAR;KRATOCHVIL;CAGIRAN;ABRAHAM;EGE;SIMSEK;ERTUGRUL;KINALI;ADRIANO,1;11;22;7;5;4;25;9;20;60;29
Gaziantepspor vs. Trabzonspor - Sunday August 20 - 2006,Gaziantepspor,hard,4-2-3-1,HASAGIC;DAG;COGUM;IRTEGUN;AKINCI;KIRITA;DRINCIC;BAYAR;YILDIRIM;BAYRAKTAR;CIHAN,1;23;6;4;77;3;39;26;36;9;50
Gaziantepspor vs. Trabzonspor - Sunday August 20 - 2006,Trabzonspor,easy,4-2-3-1,ZENGIN;OCAK;STEPANOV;CIMSIR;COKMUS;UCUNCU;SZYMKOWIAK;KARADENIZ;MARCELINHO;AKYEL;BULUT,29;22;55;5;85;6;7;61;30;3;10
Kayserispor vs. Ankaragucu - Sunday August 20 - 2006,Ankaragucu,hard,4-2-3-1,USAK;PETKOV;KUTLU;BAYRAK;GUNGOR;ACAR;VIDUSLU;TITA;ERIS;DERELI;BEBBE,34;5;4;3;2;21;28;16;10;61;11
Kayserispor vs. Ankaragucu - Sunday August 20 - 2006,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;TOSCALI;JOHNSON;CORA;CEYLAN;BASDAG;BOLUKBASI;TOPUZ;UNAL;IGLESIAS,27;12;25;15;18;81;8;3;66;9;7
Konyaspor vs. Antalyaspor - Sunday August 20 - 2006,Antalyaspor,hard,4-4-2,CORDOBA;YAMAN;BIENIUK;DZIEWICKI;KAVUK;KAHRAMAN;SUAZO;KARTOP;GURSEL;STRAKA;BIRDAL,1;74;7;5;67;10;12;6;39;25;9
Konyaspor vs. Antalyaspor - Sunday August 20 - 2006,Konyaspor,hard,4-4-2,ONGUN;ALBAYRAK;EL SAKA;GUNDOSTU;CELIK;ALEKSANDROV;BATISTA;ER;YANIKDEMIR;TURKMEN;BELAL,1;77;5;4;42;10;7;13;87;33;9
Sivasspor vs. Sakaryaspor - Sunday August 20 - 2006,Sakaryaspor,hard,4-2-3-1,MARTINEZ;CLAYTON;BAHADIR;USTA;DUMAN;CAPURRO;ERDOGAN;AYDIN;OZMERT;MBAYO;CANGELE,55;30;25;61;51;22;33;7;8;10;9
Sivasspor vs. Sakaryaspor - Sunday August 20 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;YURT;ELMACI;KUS;TOPRAKTEPE;BAYRAKTAR;FRANSERGIO;UMMAK;BOZKAYA;BALILI,1;58;38;42;54;18;6;30;33;11;17
Besiktas vs. Konyaspor - Friday August 25 - 2006,Besiktas,easy,4-2-3-1,RUNJE;MERCIMEK;ZAN;AVCI;TORAMAN;TATAN;KLEBERSON;UZULMEZ;DELGADO;YILMAZ;BOBO,1;8;5;41;58;53;15;19;10;7;13
Besiktas vs. Konyaspor - Friday August 25 - 2006,Konyaspor,hard,4-2-3-1,ONGUN;KAUE;EL SAKA;GUNDOSTU;CELIK;BATISTA;AGCAY;ALEKSANDROV;YANIKDEMIR;ERGIN;BELAL,1;11;5;4;42;7;15;10;87;8;9
Galatasaray vs. Gaziantepspor - Saturday August 26 - 2006,Galatasaray,easy,4-2-3-1,MONDRAGON;AK;SEYHAN;SONG;HASPOLATLI;AKMAN;BURUK;TURAN;ILIC;SAS;SUKUR,1;5;28;4;19;18;7;66;22;11;9
Galatasaray vs. Gaziantepspor - Saturday August 26 - 2006,Gaziantepspor,hard,4-2-3-1,HASAGIC;DAG;COGUM;IRTEGUN;AKINCI;DRINCIC;YILDIRIM;BAYAR;KIRITA;ZURITA;DIAWARA,1;23;6;4;77;39;36;26;3;22;19
Genclerbirligi vs. Ankaraspor - Saturday August 26 - 2006,Ankaraspor,hard,4-4-2,RICHARD KINGSON;WEDERSON;PETROUS;DUYMUS;AKYUZ;KISA;GUCER;KOCAK;HURMACI;YILMAZ;JABA,78;6;2;49;11;19;50;66;20;61;10
Genclerbirligi vs. Ankaraspor - Saturday August 26 - 2006,Genclerbirligi,hard,4-2-3-1,TOKGOZ;GUVEN;RISP;TRAORE;OZBEY;NAS;ABDELAZIZ;PROMISE;CAKIR;ASLANTAS;OZTURK,99;44;3;5;6;7;12;14;10;16;9
Ankaragucu vs. Manisaspor - Sunday August 27 - 2006,Ankaragucu,hard,4-2-3-1,USAK;PETKOV;BAYRAK;VIDUSLU;DERELI;ACAR;ANDRE SILVA;TITA;ERIS;OZKAN;BEBBE,34;5;3;28;61;21;88;16;10;6;11
Ankaragucu vs. Manisaspor - Sunday August 27 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;OZSARAC;BOZKURT;BORBICONI;JOHANA;INCEMAN;INAN;BALTA;ZELENKA;HOLOSKO;AKAN,99;3;4;5;19;10;18;16;77;14;7
Antalyaspor vs. Sivasspor - Sunday August 27 - 2006,Antalyaspor,hard,4-4-2,CORDOBA;YAMAN;BIENIUK;DZIEWICKI;KAVUK;KAHRAMAN;SUAZO;KARTOP;GURSEL;STRAKA;BIRDAL,1;74;7;5;67;10;12;6;39;25;9
Antalyaspor vs. Sivasspor - Sunday August 27 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;HOCAOGLU;AZER;SOZGELMEZ;UMMAK;ELMACI;BAYRAKTAR;CAN;BALILI;ANDERSON,1;58;4;2;55;33;42;6;40;17;7
Kayseri Erciyesspor vs. Kayserispor - Sunday August 27 - 2006,Kayseri Erciyesspor,hard,4-4-2,FADHEL;OZKAYNAK;KOK;BOUAZIZI;BAYER;BAYAZIT;TORAMAN;LAZAROV;OZBAY;AGALI;ISLER,1;39;19;13;30;10;5;11;66;22;21
Kayseri Erciyesspor vs. Kayserispor - Sunday August 27 - 2006,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;TOSCALI;BASDAG;CORA;CEYLAN;BOLUKBASI;KAVIANPOUR;TOPUZ;UNAL;IGLESIAS,27;12;25;8;18;81;3;6;66;9;7
Rizespor vs. Bursaspor - Sunday August 27 - 2006,Bursaspor,hard,4-4-2,CATKIC;BEKIROGLU;BOZACI;ERDOGAN;GULDUREN;FRASINEANU;SUMULIKOSKI;ACAR;YIGIT;KALOGLU;BIRYOL,1;47;5;4;3;10;18;8;22;11;15
Rizespor vs. Bursaspor - Sunday August 27 - 2006,Rizespor,hard,4-4-2,ZDRAVKOV;VICTORIA;CAKMAK;EL TABEI;AKYUZ;BAKI;TJIKUZU;ELMAS;EREN;JELIC;AKSOY,1;17;5;15;14;22;8;53;34;9;10
Sakaryaspor vs. Fenerbahce - Sunday August 27 - 2006,Fenerbahce,easy,4-1-4-1,RECBER;OZAT;ARAT;LUGANO;ZENGIN;MEHMET AURELIO;SANLI;ALEX;METIN;YOZGATLI;SENTURK,34;5;17;3;16;15;10;20;11;7;23
Sakaryaspor vs. Fenerbahce - Sunday August 27 - 2006,Sakaryaspor,hard,4-2-3-1,MARTINEZ;TEBER;BAHADIR;CALISAL;DUMAN;OZMERT;CAPURRO;AYDIN;ERDOGAN;CANGELE;YILMAZ,55;15;25;26;51;8;22;7;33;9;99
Trabzonspor vs. Denizlispor - Sunday August 27 - 2006,Denizlispor,hard,4-5-1,KUCUK;KECELI;GURACAR;KRATOCHVIL;CAGIRAN;SIMSEK;YESILKAYA;GULPINAR;EGE;ERTUGRUL;KINALI,1;11;22;7;5;9;15;60;25;20;60
Trabzonspor vs. Denizlispor - Sunday August 27 - 2006,Trabzonspor,easy,4-2-3-1,JEFFERSON;OCAK;STEPANOV;AKYEL;COKMUS;UCUNCU;CIMSIR;KARADENIZ;SZYMKOWIAK;YATTARA;MARCELINHO,1;22;55;3;85;6;5;61;7;11;30
Denizlispor vs. Galatasaray - Saturday September 9 - 2006,Denizlispor,hard,4-2-3-1,KUCUK;JULIO CESAR;GURACAR;KRATOCHVIL;CAGIRAN;ABRAHAM;ERTUGRUL;SIMSEK;EGE;CAMBALHOTA;KINALI,1;6;22;7;5;4;20;9;25;19;60
Denizlispor vs. Galatasaray - Saturday September 9 - 2006,Galatasaray,easy,4-2-3-1,MONDRAGON;PENBE;SONG;TOMAS;HASPOLATLI;INAMOTO;TOPAL;TURAN;ILIC;SAS;SUKUR,1;67;4;2;19;23;14;66;22;11;9
Fenerbahce vs. Antalyaspor - Saturday September 9 - 2006,Antalyaspor,hard,4-4-2,CORDOBA;YAMAN;BIENIUK;DZIEWICKI;KAVUK;IDRIS HACIFAZLIOGLU;SUAZO;KAHRAMAN;BILGIN;STRAKA;GULLERI,1;74;7;5;67;20;12;10;17;25;11
Fenerbahce vs. Antalyaspor - Saturday September 9 - 2006,Fenerbahce,easy,4-2-3-1,RECBER;OZAT;EDU DRACENA;LUGANO;ZENGIN;MEHMET AURELIO;APPIAH;METIN;ALEX;DEIVID;KEZMAN,34;5;36;3;16;15;4;11;20;99;9
Kayserispor vs. Genclerbirligi - Saturday September 9 - 2006,Genclerbirligi,hard,4-2-3-1,TOKGOZ;GUVEN;RISP;TRAORE;ASLANTAS;SERAS;NAS;HAMINU;BAYTAR;CAKIR;OZTURK,99;44;3;5;16;61;7;23;38;10;9
Kayserispor vs. Genclerbirligi - Saturday September 9 - 2006,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;TOSCALI;BASDAG;CORA;CEYLAN;BOLUKBASI;KAVIANPOUR;TOPUZ;UNAL;IGLESIAS,27;12;25;8;18;81;3;6;66;9;7
Ankaraspor vs. Rizespor - Sunday September 10 - 2006,Ankaraspor,hard,4-2-3-1,ARIKAN;WEDERSON;PETROUS;DUYMUS;AKYUZ;KOCAK;ARSLAN;HACIOGLU;KISA;AYHAN;JABA,84;6;2;49;11;66;57;53;19;72;10
Ankaraspor vs. Rizespor - Sunday September 10 - 2006,Rizespor,hard,4-2-3-1,BOLUKBASI;VICTORIA;CAKMAK;EL TABEI;EREN;UGUR;YUCETAS;ALBAYRAK;ELMAS;TJIKUZU;AKSOY,19;17;5;15;34;7;6;11;53;8;10
Besiktas vs. Trabzonspor - Sunday September 10 - 2006,Besiktas,easy,4-4-2,RUNJE;MERCIMEK;ZAN;AVCI;KURTULUS;RICARDINHO;DELGADO;KLEBERSON;GUNES;BOBO;YILMAZ,1;8;5;41;2;17;10;15;30;13;7
Besiktas vs. Trabzonspor - Sunday September 10 - 2006,Trabzonspor,easy,4-2-3-1,JEFFERSON;OCAK;STEPANOV;AKYEL;COKMUS;UCUNCU;CIMSIR;MARCELINHO;SZYMKOWIAK;KARADENIZ;MARTIN,1;22;55;3;85;6;5;30;7;61;28
Bursaspor vs. Sakaryaspor - Sunday September 10 - 2006,Bursaspor,hard,4-4-2,CATKIC;BEKIROGLU;BOZACI;ERDOGAN;GULDUREN;FRASINEANU;SUMULIKOSKI;ACAR;YIGIT;BIRYOL;PANCU,1;47;5;4;3;10;18;8;22;15;19
Bursaspor vs. Sakaryaspor - Sunday September 10 - 2006,Sakaryaspor,hard,4-4-2,MARTINEZ;CLAYTON;BAHADIR;CALISAL;DUMAN;AYDIN;OZMERT;CAPURRO;MBAYO;YILMAZ;CANGELE,55;30;25;26;51;7;8;22;10;99;9
Gaziantepspor vs. Ankaragucu - Sunday September 10 - 2006,Ankaragucu,hard,4-5-1,USAK;PETKOV;KUTLU;BAYRAK;DERELI;TITA;VIDUSLU;ACAR;ANDRE SILVA;ERIS;OZKAN,34;5;4;3;61;16;28;21;88;10;6
Gaziantepspor vs. Ankaragucu - Sunday September 10 - 2006,Gaziantepspor,hard,4-4-2,DAGLAROGLU;DAG;COGUM;IRTEGUN;AKINCI;ERDOGDU;KIRITA;ZURITA;OZTONGA;DIAWARA;DE NIGRIS,17;23;6;4;77;54;3;22;41;19;10
Konyaspor vs. Sivasspor - Sunday September 10 - 2006,Konyaspor,hard,4-4-2,ONGUN;KAUE;EL SAKA;SEKMAN;CELIK;OZGUR;BATISTA;AGCAY;ALEKSANDROV;BELAL;CECCON,1;11;5;6;42;19;7;15;10;9;16
Konyaspor vs. Sivasspor - Sunday September 10 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;HOCAOGLU;CETIN;AZER;UMMAK;ELMACI;BAYRAKTAR;CAN;ANDERSON;BALILI,1;58;4;76;2;33;42;6;40;7;17
Manisaspor vs. Kayseri Erciyesspor - Sunday September 10 - 2006,Kayseri Erciyesspor,hard,4-4-2,OZGULTEKIN;ATES;AYHAN;BOUAZIZI;BAYER;BAYAZIT;TORAMAN;SARP;OZBAY;DJALOVIC;LAZAROV,77;3;2;13;30;10;5;15;66;9;11
Manisaspor vs. Kayseri Erciyesspor - Sunday September 10 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;OZSARAC;BOZKURT;BORBICONI;JOHANA;INCEMAN;INAN;BALTA;ZELENKA;HOLOSKO;MARQUES,99;3;4;5;19;10;18;16;77;14;11
Genclerbirligi vs. Manisaspor - Friday September 15 - 2006,Genclerbirligi,hard,4-2-3-1,TOKGOZ;GUVEN;RISP;UZUMCU;ASLANTAS;SERAS;NAS;HAMINU;BAYTAR;PROMISE;CAKIR,99;44;3;35;16;61;7;23;38;14;10
Genclerbirligi vs. Manisaspor - Friday September 15 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;OZSARAC;BOZKURT;BORBICONI;JOHANA;INCEMAN;INAN;BALTA;ZELENKA;AKAN;MARQUES,99;3;4;5;19;10;18;16;77;7;11
Ankaragucu vs. Denizlispor - Saturday September 16 - 2006,Ankaragucu,hard,4-2-3-1,USAK;PETKOV;GUNGOR;BAYRAK;DERELI;VIDUSLU;ANDRE SILVA;TITA;POSAVEC;ERIS;AGALI,34;5;2;3;61;28;88;16;8;10;9
Ankaragucu vs. Denizlispor - Saturday September 16 - 2006,Denizlispor,hard,4-2-3-1,KUCUK;JULIO CESAR;GURACAR;KRATOCHVIL;CAGIRAN;ERTUGRUL;EGE;ABRAHAM;SIMSEK;CAMBALHOTA;ADRIANO,1;6;22;7;5;20;25;4;9;19;29
Antalyaspor vs. Bursaspor - Saturday September 16 - 2006,Antalyaspor,hard,4-4-2,CORDOBA;YAMAN;BIENIUK;DZIEWICKI;KAVUK;IDRIS HACIFAZLIOGLU;SUAZO;KAHRAMAN;BILGIN;STRAKA;GULLERI,1;74;7;5;67;20;12;10;17;25;11
Antalyaspor vs. Bursaspor - Saturday September 16 - 2006,Bursaspor,hard,4-4-2,CATKIC;BEKIROGLU;BOZACI;ERDOGAN;GULDUREN;FRASINEANU;SUMULIKOSKI;ALEMDAR;YIGIT;BIRYOL;PANCU,1;47;5;4;3;10;18;7;22;15;19
Sakaryaspor vs. Ankaraspor - Saturday September 16 - 2006,Ankaraspor,hard,3-5-2,ARIKAN;PETROUS;BATAK;DUYMUS;WEDERSON;ARSLAN;KISA;KOCAK;AYHAN;JABA;HACIOGLU,84;2;3;49;6;57;19;66;72;10;53
